时间,辐照度,风速,风向,温度,湿度,压强,实际辐照度,实际功率
2017-10-26 00:15:00,-1.0,-0.253139458,0.651765621,-0.24652223485534358,-0.007924288,0.744645798556978,0.0,0.0
2017-10-26 00:30:00,-1.0,-0.253139458,0.6378740310000001,-0.25017103796995327,-0.007226294,0.7388797366658614,0.0,0.0
2017-10-26 00:45:00,-1.0,-0.253139458,0.623704609,-0.25381983999334284,-0.0065283,0.7331136737335587,0.0,0.0
2017-10-26 01:00:00,-1.0,-0.254461335,0.609979718,-0.2574686431079525,-0.005768718000000001,0.727347610801256,0.0,0.0
2017-10-26 01:15:00,-1.0,-0.255783212,0.597255022,-0.26111744622256217,-0.004844902,0.7207578248903919,0.0,0.0
2017-10-26 01:30:00,-1.0,-0.255783212,0.586364015,-0.26522234877168044,-0.003715793,0.7149917629992754,0.0,0.0
2017-10-26 01:45:00,-1.0,-0.257105089,0.5778623620000001,-0.2697833518465274,-0.002299275,0.7092257000669726,0.0,0.0
2017-10-26 02:00:00,-1.0,-0.259748843,0.572527992,-0.27480045653832325,-0.0004927019999999999,0.7042833611544175,0.0,0.0
2017-10-26 02:15:00,-1.0,-0.263714475,0.569305143,-0.2802736595734076,0.002525097,0.6993410212006763,0.0,0.0
2017-10-26 02:30:00,-1.0,-0.27032386,0.566693524,-0.2866590647511695,0.0074110569999999995,0.6943986822881214,0.0,0.0
2017-10-26 02:45:00,-1.0,-0.280898876,0.564526436,-0.29350057045466,0.01385724,0.6886326193558185,0.0,0.0
2017-10-26 03:00:00,-1.0,-0.294117647,0.5627483120000001,-0.3007981755926592,0.021617294,0.6820428334449543,0.0,0.0
2017-10-26 03:15:00,-1.0,-0.309980172,0.561136888,-0.3080957807306584,0.03040381,0.6762767705126517,0.0,0.0
2017-10-26 03:30:00,-1.0,-0.327164574,0.559692162,-0.3158494863943863,0.039970438,0.6705107086215353,0.0,0.0
2017-10-26 03:45:00,-1.0,-0.34434897600000003,0.558191871,-0.3236031931493344,0.050029767,0.6655683686677939,0.0,0.0
2017-10-26 04:00:00,-1.0,-0.36285525399999996,0.556636013,-0.3313568988130623,0.060294389000000004,0.6606260297552389,0.0,0.0
